What do patients with novel coronavirus pneumonia learn to do?	1
during what period did the administration deny funding ?	0
"What are hemolysis of the specimen, bacterial contamination of the specimen, prolonged storage of the specimen, and incomplete coagulation of the specimen"	1
the first third of what was translated at the abbey ?	0
What was the expected number of deaths for a cause of disease obtained?	1
What was the number of confirmed coronavirus disease in India in 2022?	1
what 's another name for the iana database ?	0
how is access to mail provided ?	0
to what position was malenkov demoted ?	0
"How many people died in Brazil on January 8, 2021?"	1
about what fraction of unfpa 's staff do field work ?	0
whose performance in anne of the thousand days garnered a best actor nod ?	0
What is one way to have close contact with personnel?	1
what is an example of a county where provinces were closed for violating the defence of the realm act ?	0
what was the name of the afl team based in new orleans ?	0
comics for adults began to be called what ?	0
who sponsored the promulgation of eastern catholic church laws ?	0
"How long can depression, anxiety, panic attacks, etc. be relieved?"	1
What are some community prevention strategies and measures?	1
on what street was the grecian saloon located ?	0
what name was taken by the hostellers in 1514 ?	0
what is another name for nanjing fuzimiao ?	0
What is the Rotational model based on?	1
what is the most popular method of travel for citizens ?	0
who required the benedictine monks to maintain a charity school ?	0
at what pub did ronnie kray kill someone in 1966 ?	0
who has britain 's foreign and commonwealth office been accused of lying to about child abuse ?	0
"When will public elementary, junior high and high schools nationwide be temporarily closed for the holiday until the end of spring break?"	1
what is the beidou navigation satellite system named after ?	0
What are some of the foods that claim to prevent viruses that lack clinical evidence?	1
what does an inker do ?	0
how much did wilber say bell gave him in order to look at gray 's paperwork ?	0
places like northeast india that shift time zones to the east could be considered to be observing what kind of dst ?	0
What type of stress do patients with novel coronavirus pneumonia suffer from?	1
in what year did deutsche universal-film ag open ?	0
what was the vacancy rate for bern in 2010 ?	0
What type of condition is critical type?	1
what are the symbols used for deuterium and tritium ?	0
both telephone and internet services are subject to what ?	0
What is the difference between the flu and the common cold?	1
what is the railway that runs south to north called ?	0
"along with barrels , what was beer typically dispensed from ?"	0
How long should people self-isolate?	1
following the soviet collapse what became the only official estonian language ?	0
What should nursing seniors avoid sharing?	1
How many students will be affected by the closure of schools in Portugal?	1
when was a pub documented as existing on the current site of the nags head ?	0
"in addition to a license to sell spirits , what did tavern owners require a license to sell ?"	0
How long should each ventilation time be?	1
when was catalan 's golden age as a dominant language ?	0
which term did willett use in his 1907 proposal to refer to dst ?	0
what city did bell decide to return to ?	0
how many businesses are there in the secondary sector ?	0
on what chart did whitney houston see success ?	0
what type of plants and animals do agricultural groups harvest ?	0
What type of protein do most patients have?	1
what kind of building materials do they use ?	0
who gave the abbey status of a cathedral in 1540 ?	0
what is the name of the afl team based in tampa bay ?	0
in what orthagraphy does modern estonian orthography have its basis ?	0
when were wartime licensing laws ended in scotland ?	0
What should you do to avoid riding in the elevator?	1
what label did abc sell in 1979 ?	0
what place were the thunder in 2010 nba playoffs ?	0
what type of law is not found in ecclesiastical systems in the modern day ?	0
"When seeing other health care workers in the ward are busy treating patients, they will feel that others are stronger than they are and think what?"	1
what month did the 2015 afl season end ?	0
what country does the local industry that manufactures fibre get their flax from ?	0
what body was first responsible for creating canon ?	0
who represents the 7th district ?	0
"in the northern hemisphere 's summer , what is the time difference between the uk and chile ?"	0
What should be performed immediately after an elderly person leaves the nursing home?	1
When was the first case of death from 2019 coronavirus disease reported?	1
What is the age limit for shortness of breath?	1
who performed the song `` unbreak my heart '' ?	0
on what day did the halifax explosion happen ?	0
what percentage of bostons public students are african american ?	0
where do people who are an exception to egalitarianism live ?	0
what form has the same / e / as central and western ?	0
what was there a long pattern of from the island starting during the post napoleonic period ?	0
What is the name of the drug that can be used for people with mild and normal disease?	1
Which country confirmed more than 30 million people with coronavirus disease in 2022?	1
How many confirmed coronavirus diagnoses were recorded in the United States in 2020?	1
What type of treatment is still possible after rigorous evaluation?	1
What type of symptoms do visitors have?	1
What is the main reason isolated people will have a hard time?	1
during what season in the southern hemisphere is there a three-hour time difference between mainland chile and the united kingdom ?	0
where can records of estonian place names be found ?	0
who was the first president of the afl ?	0
at this time what classes became bilingual ?	0
what forms are also common in the rest of western catalan ?	0
What is the term for those who meet one of the following conditions?	1
What type of hand sanitizers are available?	1
Who announced the establishment of a Commission of Inquiry to investigate the 2019 coronavirus disease outbreak?	1
what is the percentage of intelligibility between catalan and valencian ?	0
what did conkling later go on to lead ?	0
What was the number of confirmed coronavirus disease in the UK in 2019?	1
with what school did bell get his next teaching job ?	0
where is the oklahoma school of science and mathematics located ?	0
In what country was Blue Nonaka diagnosed with New Crown Pneumonia?	1
when did king edward the confessor die ?	0
On what internet did the document flow out of the health care system in the evening?	1
what award did bell win in 1902 ?	0
saint helena is on the united kingdom 's list for future what ?	0
who founded eastern wu ?	0
what was nanjing 's gdp ranking in all of china for 2013 ?	0
what minimizes the influence of the atlantic ocean on bostons weather ?	0
what was the symbolism of the bridge ?	0
What fills the alveolar lumen as the lesion progresses and worsens?	1
What is the best way to disinfect objects in a vehicle?	1
as of what year was hard rock a mainstream type of music ?	0
in what year was the bell telephone company founded ?	0
how many slaves were freed from the island ?	0
What can the following methods improve the general public's ability to do?	1
"what internet standards were also unlear as of december , 2012 ?"	0
How many drugs can be used in combination according to clinical symptoms?	1
What is important when you go to the hospital?	1
How many new crowns were diagnosed in the United States in a single day?	1
continued infrastructure development results in more efficient what ?	0
"unlike modern rock radio , what sex is adult contemporary radio said to appeal to ?"	0
"What was Ekrem Imamoglu diagnosed with on October 24, 2020?"	1
how many times more yield does the mechanical pulping process produce when compared to to the chemical pulping process ?	0
"How many deaths were there on March 14, 2021?"	1
What do caregivers need to wear a mask?	1
How many confirmed cases were reported from overseas?	1
How long did the novel coronavirus take to isolate in vitro?	1
"what type of musicians were artists such as diana ross , james taylor , carly simon , carole king and janis ian ?"	0
who was based out of the swan inn ?	0
How many confirmed cases exist in the area?	1
what univesity located outside of boston still holds a large presence in the city ?	0
what is the term that the english use for the comics out of japan ?	0
When was the first case of 2019 coronavirus disease death reported in Japan?	1
who gave up calling at the island due to attacks on their shipping ?	0
"On what date did Sri Lanka, Syria, C么te d'Ivoire, Cameroon, Angola, Bolivia, and New"	1
How many cases of pneumonia were found in Wuhan?	1
to whom did matsushita sell a large share of mca/universal ?	0
which ssr received the land of the karachays ' oblast ?	0
What should the CDC clean?	1
what year did a change in dst policy cost north america somewhere between $ 500 million and $ 1 billion in extra work ?	0
what universal-international film was about a talking mule ?	0
How many people were diagnosed with coronavirus disease in the United States in 2019?	1
what is the full name for nanjing 's government ?	0
when were the western towers built ?	0
When should you go out and have contact with others?	1
Where was the first case of 2019 coronavirus disease death reported?	1
How many new cases of coronavirus disease did India confirm in a single day?	1
What is the name of the public transportation guide?	1
What should the environment of a nursing home be?	1
What are older adults who may use masks repeatedly?	1
How many people were diagnosed with coronavirus disease in 2020?	1
How many people were diagnosed with coronavirus disease in the United States in 2019?	1
what is the current purpose of the capital theatre ?	0
when did human populations begin using hunting-gathering ?	0
Who is an academician of the Chinese Academy of Engineering?	1
How many member states endorsed Australia's proposal for an independent investigation into the traceability of the pneumonia virus?	1
What are the relevant definitions of Community Community?	1
What is the name of a health education?	1
What should be done to avoid mutual infection with family members?	1
How long does the needles stay for?	1
what admiral called nanjing his home ?	0
the architecture of the chapter house is contemporary with what ?	0
"How many new cases of coronary heart disease were added to the United States on November 7, 2020?"	1
How many confirmed cases were there as of 24:00 on March 10?	1
What is the most important thing at present?	1
What should a passenger do to prevent the elevator from closing?	1
What is the name of the IL-6 inhibitor?	1
What is one of the most common reactions of medical personnel?	1
Where did some medical and environmental analyses suggest that the virus may have spread for several weeks before December 2019?	1
how many people in boston use public transportation ?	0
What can medical workers become if information is not well communicated?	1
what pub was visited by freddie mercury ?	0
what kind of invertebrates have been found on the island ?	0
What will not affect the effectiveness of immunization?	1
What can improve the general public's ability to self-regulate at home?	1
when did low saxon make its appearance as part of the estonian language ?	0
Where was the first case of 2019 coronavirus disease death reported?	1
"along with the dallas vigilantes , what expansion team was announced in 2010 ?"	0
What was the clinical typing of the disease?	1
"in 2014 , what percentage of the city identified as christian ?"	0
Where were the first deaths of 2019 coronavirus disease reported?	1
What does the intake of dietary contraindications for the elderly mean?	1
who along with the king edgar established the monks at the abbey ?	0
Where was war-time control initiated?	1
in what year did the hostellers of london change their name to the worshipful company of innholders ?	0
How high altitudes should PaO2/FiO2 be corrected for?	1
when was the very first nanjing yangtze river bridge finished ?	0
What was Ekrem Imamoglu's name?	1
"rather than host the old festivals , what type of events does nanjing host each year ?"	0
on what date did bell get his patent ?	0
what traditional options were available for users and small businesses ?	0
what kind of final devoicing does the language have ?	0
how many republics were in the ussr ?	0
What should alert for deterioration?	1
during what 1918 conflict did states secede from russia ?	0
What should you always cooperate with the hospital when you go to the hospital?	1
Maternity 4. medical and nursing staff Chapter 5 Psychological Support 1. Patients 2. Home isolated persons 3. rescuers 4. General public 5. Children Chapter 6 Nutrition	1
What are close contacts and suspected exposures subject to isolation for medical observation?	1
to what division does central catalan belong ?	0
How long should an elderly person be placed under medical observation if he or she is diagnosed with novel coronavirus pneumonia?	1
what division of nbcuniversal revived gramercy pictures ?	0
which philosopher is quoted by the catechism ?	0
What hospital saw a 69-year-old trader at the Wuhan City Huainan Seafood Market?	1
what do hunter-gathers intentionally manipulate ?	0
Where was the first fatal case of 2019 coronavirus disease reported?	1
what event resulted in the postponement of the afl free agency period ?	0
"in 1947 , what company did universal buy a stake in ?"	0
what are customers seeking when they visit restaurants or taverns ?	0
what other writer showed a transition to the renaissance ?	0
When was the first case of 2019 coronavirus disease reported in Western Sahara?	1
who is the economist who said there was about $ 1.7 billion in lost opportunity costs because of the 2007 changes ?	0
How many provinces and cities in mainland China were free of new confirmed cases in late February 2020?	1
Who are the Special Populations Prevention measures for?	1
How many acupuncture points are recommended for children?	1
what famous disaster happened in boston in 1872 ?	0
previous to the newer orthography what orthography was in place ?	0
how many teams were there in the 2015 season ?	0
to which country did russia give land during world war i ?	0
"along with the eagle and child , at what pub did the inklings regularly meet ?"	0
What is BSCV?	1
What are some of the symptoms of a respiratory illness?	1
What types of cadres should be the main focus?	1
"What type of vaccine is sent from the production unit, kept in cold storage and transported to the primary health institution step by step until the vaccine is given?"	1
What is an example of a hygienic lifestyle?	1
"How many people were infected with coronavirus disease on February 2, 2022?"	1
What types of infectious disease contacts?	1
"as the state capital , boston plays a large role in what ?"	0
at what time of day is the quiet storm format played ?	0
What is the etiology and causal inference criteria?	1
on what date was it reported that the afl was considering bankruptcy ?	0
Which country has the fourth highest number of coronavirus disease deaths in the world?	1
What organs were seen to be reduced in size?	1
what phrase did people believe bell 's dog could say ?	0
who was responsible for bringing a bill proposing dst to the u.s. house of representatives ?	0
what is the success rate for male aeta hunters ?	0
What should be done after disinfection for a specified period of time?	1
who was the first to liquidize hydrogen ?	0
How many times is the dose of epidemic hostility in Chinese medicine?	1
how is hydrogen produced when there is no atmospheric oxygen ?	0
What should medical personnel do to avoid cross-infection in the contaminated area?	1
what vessel was found 5000 years ago ?	0
What is the recommended daily intake of fruits and vegetables?	1
what famous encyclopedia contains a russian back-transliteration of estonian ?	0
how many feet did the first photophone message travel ?	0
Who announced that schools would be closed?	1
What imaging showed significant progression of the lung lesion?	1
contributions exceeded how much in 2014 ?	0
What is recommended for a preventive interview for stress?	1
where is ye olde trip to jerusalem located ?	0
What is the latest version of this article provided by?	1
What should outsiders wear on both sides of the elevator?	1
bell and his assistant first used their photophone on what date ?	0
what businesses were the dominant brewers of beer in england by the close of the 17th century ?	0
what website does sony have complaints against ?	0
what team was the rival of the arizona rattlers ?	0
"How many people were confirmed with Coronavirus disease in Argentina on February 11, 2021?"	1
who was reigning when henry yevele finished his work on the abbey ?	0
What is the S subtype?	1
who bought 80 % of vivendi universal entertainment in 2004 ?	0
Where did WHO Director General Tan Desai say the number of new cases outside of China exceeded that of China for the first time?	1
How long does it take to avoid skin damage when wearing a mask?	1
"what similar term is often used interchangeably with matter , although the two differ slightly in modern physics ?"	0
What university was Yongzhen Zhang's team at?	1
what is the name of the secondary school for the island ?	0
What is occasionally positive for novel coronavirus nucleic acid?	1
which government was in power before the soviet regime ?	0
How many people were diagnosed with coronavirus disease in Belgium?	1
what vowel stays distinct ?	0
who has the majority of the seats in bern 's city council ?	0
what is the arabic term meaning canon ?	0
How many confirmed cases outside of China are there?	1
What should medical personnel do a good job in hospital infection control?	1
what have a and e done in eastern dialects ?	0
who is the abbey dedicated to ?	0
What does a no-rinse hand sanitizer contain?	1
who was the first president of the rsfsr ?	0
"as of december 2012 , how many satellites had been launched for the beidou-2 system ?"	0
how many rides did hubway log in its first year ?	0
"How many cases of coronavirus disease were reported in the Marshall Islands on October 28, 2020?"	1
"in square kilometers , what was the size of universal city studios ?"	0
How old is the monoclonal antibody?	1
What is the cause of bias?	1
What can children use to spray their coats if there are conditions?	1
what does this process form ?	0
Who quarantined the personnel on the Diamond Princess?	1
in what year did universal-international take over castle films ?	0
who is an example of an artist played on urban ac format radio stations ?	0
what sits on beacon hill today ?	0
What should patients receive if they suffer from stress and anxiety?	1
when was the international photography hall of fame relocated ?	0
the new york times bought what famous boston newspaper ?	0
What does the length of the incubation period determine?	1
"besides a blotter sheet , what can be used to collect water ?"	0
"What is a method to analyze the role of age, era and cohort exposure experience on the change of disease frequency and its magnitude?"	1
what type of railway lines are now under construction ?	0
how many groups of estonian dialects are there ?	0
the volta lab improved the phonograph by replacing tinfoil with what substance ?	0
What are some of the items that you can share with others?	1
"what u.s. city kept observing dst to stay in sync with london , leading chicago and cleveland to follow along ?"	0
what can hydrogen embrittlement lead to ?	0
What was the standardized mortality ratio calculated from?	1
where is the headquarters for the rainbow times ?	0
What is the metal strip of a medical surgical mask?	1
what film was produced by laemmle in 1934 ?	0
Where was the first confirmed case of 2019 coronavirus disease reported?	1
what year did napoleon bonaparte pass away ?	0
What was the source of the viral pneumonia outbreak named by WHO?	1
How long prior to the onset of the disease was a case of fever or respiratory symptoms reported?	1
"When should you eat lightly, pay attention to nutrition and exercise properly?"	1
who recognized catalan as a departmental language ?	0
in what year did sony take bmg 's half stake in the company ?	0
what was the profession of george marshall ?	0
What part of the body is prone to hyaline thrombosis?	1
who convinced paley to buy arc ?	0
what city was bell born in ?	0
"according to a study in 1999 , daylight savings has caused what approximate percentage of increase in leisure industry revenue in the european union ?"	0
when was the internet developed ?	0
What are the symptoms of the new coronavirus pneumonia?	1
How often should the windows be open in a nursing home?	1
What should the elderly frequently dry?	1
how many muslims converted to christianity according to a 2015 poll ?	0
What is the purpose of the disinfection?	1
what kind of furniture is in the restaurant ?	0
projects to renew the city were put into place by what ?	0
in what year did abc broadcast an arena football league game ?	0
what percent of apartments are seasonal apartments ?	0
how many routes does nanjing 's airport run ?	0
when was the term kirishitan used by the japanese ?	0
Why is it inevitable to generate bias?	1
what is the density of boston 's population ?	0
how is the air quality in boston ?	0
What is the frequency of death from a disease in a certain population over a certain period of time?	1
voiced stops are most often what ?	0
What type of machines are recommended to be used with windows and doors closed?	1
How many outdoor activities are there?	1
How much did Xi Jinping pledge in aid to countries around the world over the next two years?	1
Where is the Shintiandi Church located?	1
what musical instrument has it 's own museum in oklahoma city ?	0
What is the purpose of glucocorticoids?	1
"What are mixed thrombus, hyaline thrombus and thromboembolism easily seen?"	1
What is it called when there are two or more cases of infection of unknown origin within 14 days?	1
what time will a file be set to if it 's copied from the hard disk onto other media ?	0
when did the soviet union break up ?	0
What is the number of confirmed coronavirus disease in the UK?	1
How long is the course of treatment for Lianhua Qingfei Granules?	1
"how was nanjing 's unemployment rate , compared to the nation as a whole ?"	0
"in the 1970s , what two genres were not particularly successful on the adult contemporary charts ?"	0
who were laemmle 's business partners in the yankee film company ?	0
How do psychological reactions affect health care workers?	1
where are consonants aspirated in just the final position ?	0
How many people were diagnosed with coronavirus in Portugal in 2021?	1
"what was the off-sales counter or attached shop for the sales of beers , wines and spirits for home consumption often referred to as ?"	0
How many people were diagnosed with UK 2019 Coronavirus disease?	1
When should the final disinfection of a private car be done?	1
The statistical association between factors and the disease was evaluated by what?	1
How long after opening the bottle should you use alcohol-based hand sanitizer?	1
the president said the u.s. would be joining how many donor nations ?	0
What did Australia's insistence on pushing for an independent investigation lead to?	1
what part of the organ is not connected or playable ?	0
the us government lost the bid to overturn bell 's patent in what court ?	0
who called catalan one of the great languages ?	0
"along with the period 6:30 pm -- 9:30 pm , what opening hours were acceptable under the defence of the realm act ?"	0
how many passengers did the airport service in 2013 ?	0
what was oklahoma cities median age in 2000 ?	0
when was beidou-1a launched ?	0
what does alfranj mean ?	0
Which country currently prioritizes death toll?	1
"Brazil ranks second in the world for the number of confirmed cases of coronavirus disease in 2019, surpassing which country?"	1
What should the new air system be turned off if you need to use central air conditioning?	1
who claimed to have invented the in 1834 ?	0
what city is northeast of nanjing ?	0
how much of its funding was earmarked ?	0
What should be done to prevent illness in a nursing home?	1
What is the latest version of the novel coronavirus Pneumonia Protection Manual?	1
what year did pilote begin ?	0
how many non-geostationary orbit satellites will the beidou-2 system have ?	0
what industrialist from pittsburgh campaigned strongly in favor of dst ?	0
"Who reported the first case of coronavirus disease death on March 12, 2020?"	1
"What drugs can be used in combination with Xiyamping injection, Hemopride injection, Heat poisoning injection?"	1
What can lead to dehydration and endanger life?	1
in what period did film versions of inner sanctum mysteries appear ?	0
"along with the new orleans voodoo , kansas city brigade , philadelphia soul and georgia force , what former team returned for the 2011 season ?"	0
where is ye olde salutation inn located ?	0
what part of france did the caen stone come from ?	0
Personal protection is carried out under the guidance of who?	1
"when hydrogen oxidates , what is it removing ?"	0
"How many people died in France on April 16, 2021?"	1
what was the abbey to norman kings ?	0
What is recommended for children with a temperature above 37.3掳C?	1
"When opening windows in winter, attention needs to be paid to what?"	1
Which country surpassed China in the number of confirmed coronavirus cases in 2019?	1
what does the argument over women as gathers said to produce ?	0
what country did this visiting king come from ?	0
what decade did the term `` graphic novel '' become well known by the public ?	0
when did the russian federation assume the soviet union 's membership in the un ?	0
what comic strip did bud fisher have success with ?	0
what arena was arenabowl xxi played in ?	0
what is another name for the agreement on the establishment of the commonwealth of independent states ?	0
What should the community clean and assist the CDC to disinfect?	1
how much funding was blocked ?	0
on what month and day did the silver dart take its first flight ?	0
"How long does a ""psychological battery monitor"" take to assess their current emotional state?"	1
what did bell help his final student get rid of ?	0
What does the application of prevalence provide a scientific basis for the planning of medical facilities?	1
What fills the alveolar lumen?	1
who was the first to fly the silver dart ?	0
what is one of the most famous sporting events in the city ?	0
"What is a biochemical parameter for blood, urine, and renal function?"	1
in what light to many pro-deaf people see bell ?	0
what word describes the approximate rates at which sunset and sunrise change with the seasons ?	0
What is the epithelium of the bronchial mucosa at all levels of the lung?	1
What is congested with occasional segmental fibrinoid necrosis?	1
What are Mortality rates calculated separately by different characteristics?	1
What must the elderly do?	1
what is located in the vaulted undercroft beneath the monks ' dormitory ?	0
when did the auction for the arena football league 's assets take place ?	0
Who announced that all passengers entering Japan from China and South Korea will be sent to a designated quarantine facility for 14 days?	1
How many confirmed cases exist in the region?	1
what is it called when content is changed from markup to an interactive document ?	0
when was boston founded ?	0
what pub holds the guinness world record as the oldest in england ?	0
"How many people in Brazil were confirmed with coronavirus disease on January 9, 2021?"	1
"What are prospective, experimental controlled studies conducted in a population to evaluate the effects of medical interventions?"	1
in 2013 the number of government jobs was what ?	0
in what year was bern ranked as one of the 10 best cities for their quality of life ?	0
Why is it inevitable to generate bias?	1
How often is a brain-awakening injection given?	1
Where was the first case of 2019 coronavirus disease death reported?	1
what newspaper did radio saint helena collaborate with ?	0
how many sheets of a1 paper would cover one single piece of a0 paper ?	0
what time system do some computer systems use to avoid the issues of changes in local time ?	0
"What country confirmed in more than 6 million people on November 9, 2021?"	1
when was the office of priest vicar created ?	0
on what date did the first pope set foot in the abbey ?	0
What do travelers on public transport try to do?	1
bostons businesses rank top in the country for what ?	0
"the popularity of the watchmen , the dark knight returns and what other comic helped popularize `` graphic novel '' as a term ?"	0
how many ships were going to the island in 1855 ?	0
How long is the cumulative time of physical exercise per day?	1
What is the cause of the epidemic of novel coronavirus infection?	1
how many members does the `` group of 77 '' have ?	0
"Who announced that the global risk level for the outbreak had been raised from ""high"" to ""very high""?"	1
How long is Xuanlung Defeat Poison Granules treatment?	1
How is it necessary to evaluate the disease and estimating the prognosis?	1
what are `` bookmarks '' called in internet explorer ?	0
What is the maximum dose of tolimumab?	1
"Where did the outpatient physician see a 69-year-old trader on December 12, 2019?"	1
who gave bern their bears ?	0
What should be considered as an indication for?	1
What is the difference between novel coronavirus and influenza?	1
"What is the name of the section in Chapter 3, ""(1) Wearing a mask""?"	1
when was the construction of an airport in saint helena announced ?	0
"most often , unaspirated consonants are what ?"	0
what was the name of queensland 's political party set up solely to support their particular dst arrangement ?	0
What was the cumulative number of people diagnosed with New Coronary Pneumonia worldwide?	1
what year was the boston public library founded ?	0
What should be used to disinfect the air when necessary?	1
"How long can the observed subjects resume normal school, work and life after the observation period?"	1
where has catalan always been the only language ?	0
What type of transportation should be disinfected with a chlorinated disinfectant or peracetic acid disinfectant?	1
How many hours of sleep does regular rest and adequate sleep ensure?	1
in 1921 the american museum of natural history hosted what event ?	0
How much has the number of deaths increased in the past week?	1
"Who made a request to suspend classes at elementary, junior high and high schools nationwide?"	1
What is an epidemic of?	1
in what year was bell really working on his telegraph ?	0
What is the weight of gypsum?	1
"daylight saving time is sometimes called summer time , but the clocks are actually moved forward in which season ?"	0
"when the clock on your laptop adjusts to dst without you resetting the clock , what is controlling the change ?"	0
"since the transition , what is the official language ?"	0
What has happened with the development of the epidemic?	1
"after the licensing act 2003 , who determined the operating hours of pubs ?"	0
how old was mabel when she became deaf ?	0
What is one of the main factors affecting the study effect?	1
What are inflammatory cells predominantly?	1
What type of masks can you choose?	1
what area is the island classified as being in by the united nations ?	0
What percentage of alcohol or 0.1% benzalkonium bromide can be used for wiping and disinfection?	1
How much water does Xuanlung Defeat Poison Granules take?	1
What form of novel coronavirus pneumonia has low-grade fever and mild malaise?	1
What should parents buy for children who don't like to wear masks?	1
what kind of area allowed a more permanent settlement ?	0
why did agricultural societies push into hunter-gatherer areas ?	0
where is the only existant depiction of edward 's abbey ?	0
What is the main route of transmission?	1
What should the elderly do if special needs arise?	1
what people form the largest ethnic group in the city ?	0
What is the recommended prescription for lung moistening and detoxifying formula?	1
what did cbs call arc after buying it ?	0
What is the name of the person who has had close contact with the source of infection?	1
how many tourists visited boston in 2011 ?	0
"What was the number of people diagnosed with New Coronary Pneumonia in the United States on April 28, 2020?"	1
What is a positive psychological effect that is manifested in some subjects due to their dependence on medicine?	1
popcorn bags produced modernly are likely to use what type of coating ?	0
How long should a hand sanitizer rubbing time be?	1
what airport is north of logan airport ?	0
what country was the process developed in ?	0
what does chaton fidèle mean in english ?	0
"right before his death , what kind of energy did he speculate about ?"	0
"in the united states , what units are used when stating the measurements of paper thickness ?"	0
what was the name of the counter where pubs traditionally sold alcohol to drink at home ?	0
Which two countries had more than 2 million confirmed cases of coronavirus disease in 2019?	1
what might a clock showing the same times twice in one day lead to ?	0
What is an important treatment tool for critically ill patients?	1
how many historical christian creeds did martin write about ?	0
who took full control of the island after napoleon 's death ?	0
about how many people were injured in the explosion ?	0
how many government operated radio stations exist in the somaliland region ?	0
"What is the title of ""(1) Wearing a mask""?"	1
"On February 6, 2022, the number of confirmed coronavirus disease in South Korea exceeded how many people?"	1
what county is stalybridge in ?	0
